timestamp,Robin_education_Derick,Robin_education_Julius,Robin_education_Lizbeth,Robin_education_Jasper,Robin_education_Terrance,Robin_education_Takako,Robin_education_Kristopher,Robin_education_Billi,Robin_office_Addie,Robin_office_Maryann,Robin_office_Serena,Robin_office_Antonina,Robin_lodging_Dorthy,Robin_lodging_Elmer,Robin_lodging_Oliva,Robin_lodging_Celia,Robin_lodging_Renea,Robin_lodging_Janie
2016-01-01 16:00:00,506.5,293.8,74.8,140.7,267.2,158.1,98.3,45.4,13.6,229.7,47.4,356.2,38.7,87.0,42.7,42.8,71.2,191.8974
2016-01-01 17:00:00,482.0,293.2,74.4,139.7,267.9,157.4,97.9,44.1,13.6,228.8,43.2,353.6,45.2,79.7,40.2,41.3,71.5,177.0974
2016-01-01 18:00:00,488.0,277.4,75.2,138.8,264.3,153.8,98.4,22.9,13.5,218.6,42.9,344.2,55.0,85.4,43.7,48.5,73.5,185.2974
2016-01-01 19:00:00,479.5,278.2,75.2,138.1,262.7,148.4,96.9,18.5,13.6,228.0,40.4,345.4,55.4,86.9,40.5,48.9,74.5,185.5974
2016-01-01 20:00:00,491.0,239.4,74.2,139.3,264.0,148.4,96.8,18.0,13.6,222.8,40.1,343.2,46.1,91.3,44.0,51.4,72.1,169.7974
2016-01-01 21:00:00,475.0,239.0,73.8,139.0,263.4,150.2,96.8,17.7,14.0,224.4,38.1,331.5,40.9,82.7,42.2,50.7,69.8,184.1974
2016-01-01 22:00:00,473.0,232.8,73.6,137.8,258.7,148.6,95.4,19.8,13.6,223.4,37.6,327.8,38.1,91.1,37.7,48.8,66.8,160.0974
2016-01-01 23:00:00,463.5,232.4,72.8,136.5,253.5,149.3,96.4,20.4,13.4,224.6,37.3,323.1,38.6,86.8,36.6,39.0,62.2,168.7974
2016-01-02 00:00:00,455.0,256.4,101.2,135.0,255.3,135.5,95.2,22.2,14.0,222.4,36.8,322.0,33.5,89.5,36.0,39.7,63.3,165.8107
2016-01-02 01:00:00,449.0,258.2,103.0,137.0,254.6,150.5,95.6,19.3,13.7,218.7,36.1,326.0,28.2,75.0,30.2,39.5,60.7,168.9617
2016-01-02 02:00:00,454.0,257.2,102.4,137.4,251.0,147.4,94.6,18.5,13.8,221.4,36.0,321.9,23.9,66.3,27.0,35.5,57.5,142.8
2016-01-02 03:00:00,454.0,256.8,104.0,135.6,252.3,142.5,93.9,18.6,13.8,217.5,36.0,320.5,20.6,63.4,25.9,33.2,55.1,133.737
2016-01-02 04:00:00,459.5,255.4,105.6,136.2,247.2,143.7,93.5,18.6,13.9,214.5,35.8,327.0,18.4,59.9,25.9,32.5,51.7,133.925
2016-01-02 05:00:00,468.0,253.2,106.0,136.9,247.0,138.3,93.9,16.4,14.0,216.0,35.7,329.1,17.3,58.4,24.6,31.4,52.0,140.525
2016-01-02 06:00:00,484.0,256.0,105.2,136.6,249.9,141.3,93.8,16.8,13.7,213.2,35.6,331.3,17.2,54.3,25.3,31.5,60.9,155.563
2016-01-02 07:00:00,483.0,260.0,105.2,137.7,250.6,144.7,93.9,17.7,13.7,208.3,38.1,340.2,18.7,56.7,27.3,33.8,64.7,140.637
2016-01-02 08:00:00,485.5,262.8,106.6,136.9,251.0,143.9,93.8,27.0,13.4,217.1,46.9,353.0,18.1,59.9,28.5,33.6,65.2,163.175
2016-01-02 09:00:00,477.0,268.0,105.6,137.6,254.8,146.6,94.1,43.9,13.6,217.7,45.0,344.3,24.7,63.4,29.3,33.2,61.7,153.088
2016-01-02 10:00:00,479.0,269.4,106.4,135.5,251.3,145.4,95.1,43.3,13.8,220.9,45.0,351.8,29.8,69.5,32.7,35.1,65.7,143.612
2016-01-02 11:00:00,489.5,267.4,107.0,136.6,257.8,143.5,97.4,45.4,13.7,218.5,47.7,356.5,36.3,69.8,36.3,37.9,66.1,163.75
2016-01-02 12:00:00,486.0,265.8,107.8,136.3,254.5,141.6,95.8,43.6,13.8,215.0,48.1,366.7,36.2,76.5,34.7,40.0,69.0,170.963
2016-01-02 13:00:00,486.0,266.4,108.4,137.1,248.4,142.7,95.1,44.0,13.8,214.4,48.2,362.7,43.8,77.7,37.5,40.1,66.7,191.837
2016-01-02 14:00:00,493.0,265.8,107.0,136.4,250.4,135.1,94.5,43.9,13.7,215.9,48.6,372.9,41.8,75.6,42.6,39.2,68.2,177.2
2016-01-02 15:00:00,494.5,269.6,108.6,136.1,250.3,135.4,94.8,43.0,13.8,216.5,47.4,360.6,39.4,73.9,42.5,39.8,71.2,169.838
2016-01-02 16:00:00,493.5,272.6,108.2,138.2,256.0,133.3,95.3,42.7,13.7,212.0,47.9,360.8,38.1,76.6,37.3,40.4,69.3,170.96200000000005
2016-01-02 17:00:00,497.0,273.2,110.2,139.0,259.7,134.2,95.4,43.5,14.0,220.5,47.0,359.9,44.1,84.6,35.8,41.6,67.4,182.225
2016-01-02 18:00:00,491.5,272.2,109.4,137.8,260.7,124.5,95.1,34.2,14.2,217.0,44.4,355.3,46.8,101.9,38.2,40.8,71.1,182.85
2016-01-02 19:00:00,491.0,273.8,108.0,138.5,255.7,123.6,93.2,17.3,14.1,215.1,42.1,350.4,55.1,91.2,44.0,42.3,71.8,183.0
2016-01-02 20:00:00,491.5,266.8,108.2,140.1,250.2,122.7,93.8,17.8,13.9,217.4,40.7,337.9,46.9,99.2,43.4,40.4,71.3,182.463
2016-01-02 21:00:00,482.0,259.2,106.6,138.5,247.9,124.8,93.2,17.0,13.9,216.2,39.1,332.0,40.0,87.0,40.8,37.8,67.4,180.237
2016-01-02 22:00:00,472.0,254.8,105.2,137.4,238.8,121.6,94.1,16.4,13.9,213.1,37.6,327.4,37.2,80.5,38.7,38.3,64.5,173.988
2016-01-02 23:00:00,468.0,256.2,107.2,138.2,240.8,125.0,93.2,16.6,13.8,225.0,37.6,325.8,33.2,95.3,37.5,41.6,63.2,162.325
2016-01-03 00:00:00,469.0,255.2,104.6,136.4,251.5,137.0,93.6,17.4,14.0,217.9,37.4,319.4,32.8,87.0,36.6,39.3,61.9,165.525
2016-01-03 01:00:00,444.5,254.2,103.8,135.1,243.2,126.3,93.3,16.5,14.1,218.6,37.7,319.3,25.8,73.7,34.5,38.1,60.2,164.45
2016-01-03 02:00:00,450.0,255.2,102.8,136.9,243.3,125.4,93.8,16.4,14.0,223.1,37.5,319.2,23.4,66.2,32.9,34.6,54.0,172.91299999999995
2016-01-03 03:00:00,452.5,259.8,101.2,136.2,251.3,138.5,93.3,17.0,14.0,224.7,37.5,319.7,19.5,63.3,29.2,32.8,56.5,154.75
2016-01-03 04:00:00,441.5,255.8,100.2,137.1,254.3,141.3,93.5,16.2,14.2,221.9,37.5,316.3,19.1,63.4,28.5,32.9,58.0,141.05
2016-01-03 05:00:00,482.0,262.0,99.6,137.0,260.2,144.4,93.1,15.9,13.8,226.7,37.0,317.8,18.3,59.1,25.1,31.9,58.2,141.225
2016-01-03 06:00:00,466.0,262.2,91.2,137.5,264.5,149.6,93.6,16.3,13.7,231.8,37.1,324.1,18.6,58.3,26.8,31.1,54.6,145.55
2016-01-03 07:00:00,470.5,265.4,92.2,138.7,263.2,154.6,92.5,16.8,13.6,217.7,40.0,332.6,19.6,57.8,26.7,31.5,65.4,148.2
2016-01-03 08:00:00,473.0,265.4,92.0,136.1,263.2,159.6,92.7,16.1,13.5,220.9,48.2,340.0,21.5,60.2,26.4,32.3,66.9,141.55
2016-01-03 09:00:00,474.5,269.6,93.0,136.9,266.2,156.0,92.9,16.2,13.5,216.6,46.6,344.2,29.0,65.5,28.4,33.7,66.5,170.612
2016-01-03 10:00:00,481.5,271.2,104.0,137.6,261.3,157.9,93.3,16.3,13.6,216.9,47.8,349.7,30.7,68.4,34.5,34.7,65.1,175.0
2016-01-03 11:00:00,488.5,274.8,105.2,135.5,258.1,152.9,94.1,18.5,13.7,218.8,49.1,348.6,35.3,76.0,38.1,38.5,66.4,180.738
2016-01-03 12:00:00,493.0,273.0,105.4,136.9,257.8,153.8,95.3,18.9,13.6,219.4,49.6,359.7,39.8,79.0,38.7,39.3,65.4,182.912
2016-01-03 13:00:00,493.0,270.8,104.4,136.2,260.3,153.8,95.5,17.6,13.6,217.4,48.8,351.6,45.4,87.3,39.1,41.2,68.8,192.875
2016-01-03 14:00:00,494.5,269.6,103.2,136.0,257.6,154.6,95.1,19.1,13.7,210.9,49.0,352.4,40.9,95.5,42.1,44.3,66.9,176.025
2016-01-03 15:00:00,493.0,272.4,104.8,137.6,259.3,152.2,95.8,18.3,13.9,218.6,49.0,361.9,40.9,86.5,40.4,43.1,67.4,190.95
2016-01-03 16:00:00,488.5,274.4,105.8,137.9,263.1,153.8,94.8,17.8,14.1,223.4,48.4,359.1,37.4,85.4,39.3,40.8,69.1,168.425
2016-01-03 17:00:00,496.0,277.8,107.2,139.3,258.7,152.2,92.2,17.7,13.8,222.7,45.3,358.4,38.4,92.2,40.1,43.9,74.2,164.2
2016-01-03 18:00:00,500.0,274.2,107.8,139.4,266.4,151.8,93.4,20.3,13.9,222.3,43.3,350.0,44.1,90.5,45.2,45.9,73.2,181.0
2016-01-03 19:00:00,490.5,275.8,105.4,138.6,269.3,145.9,93.4,18.6,13.7,223.0,41.5,339.1,57.7,91.7,48.1,45.7,69.7,184.388
2016-01-03 20:00:00,488.5,264.0,104.8,139.2,266.2,141.0,92.0,18.0,13.6,223.2,40.3,331.3,44.9,91.2,45.7,43.2,73.8,190.275
2016-01-03 21:00:00,484.0,253.6,105.4,138.0,255.0,142.6,91.8,18.0,13.6,225.0,39.3,328.9,40.3,84.7,41.9,43.6,70.0,187.5
2016-01-03 22:00:00,476.0,254.4,104.6,138.7,254.8,141.6,93.1,17.4,13.7,223.1,37.6,323.2,35.8,88.2,45.8,41.8,69.3,173.4
2016-01-03 23:00:00,450.0,253.6,102.0,136.0,252.7,143.1,92.3,19.6,13.8,218.7,37.4,327.2,36.5,84.6,44.4,38.3,67.4,177.475
2016-01-04 00:00:00,469.0,237.8,105.0,138.9,248.2,146.3,99.5,19.1,12.2,212.1,39.1,351.7,32.8,86.8,40.9,38.0,66.8,161.125
2016-01-04 01:00:00,443.0,233.8,101.4,136.3,244.1,145.8,93.5,15.7,13.7,215.3,37.0,339.0,25.9,74.1,35.1,34.6,62.5,182.85
2016-01-04 02:00:00,448.5,223.0,101.4,136.4,245.7,147.9,92.4,15.9,13.6,214.6,37.0,342.3,22.4,72.0,32.2,34.1,55.9,156.6
2016-01-04 03:00:00,450.5,223.2,101.4,135.8,251.8,146.9,93.0,16.4,13.6,213.6,37.1,339.0,20.0,69.8,29.4,31.9,57.5,152.463
2016-01-04 04:00:00,458.0,223.2,100.6,136.3,263.2,145.3,93.3,16.3,13.8,215.3,37.1,340.9,19.0,67.3,31.7,31.4,48.7,138.65
2016-01-04 05:00:00,474.0,223.6,103.4,137.3,263.4,149.3,92.7,19.8,13.7,222.4,40.0,341.4,19.2,61.8,29.0,30.8,54.0,145.08700000000005
2016-01-04 06:00:00,463.0,249.2,110.4,137.4,260.4,155.0,93.7,29.6,13.5,237.1,46.8,368.7,18.7,63.3,28.4,30.6,52.7,154.425
2016-01-04 07:00:00,502.0,283.6,106.4,143.5,273.2,157.4,96.9,30.6,16.2,241.0,47.0,391.5,21.3,91.7,28.6,32.0,75.3,157.075
2016-01-04 08:00:00,509.5,333.6,103.0,166.0,295.7,171.5,106.7,38.2,17.7,260.7,60.5,427.0,23.5,94.3,30.0,35.6,83.9,171.85
2016-01-04 09:00:00,531.0,376.0,106.6,182.5,306.4,174.9,115.1,57.6,16.6,266.6,75.6,459.9,27.7,98.2,37.4,42.5,92.9,176.91299999999995
2016-01-04 10:00:00,612.0,444.4,112.8,198.1,304.6,187.7,136.1,61.2,19.7,286.2,83.6,510.9,34.2,94.9,41.1,48.3,92.3,168.437
2016-01-04 11:00:00,617.0,468.4,118.2,206.7,310.5,195.9,149.3,66.7,19.9,290.4,85.4,526.1,33.4,88.0,38.6,49.8,86.2,163.775
2016-01-04 12:00:00,638.0,480.0,123.4,208.4,326.4,186.9,137.0,69.0,18.8,284.5,86.9,540.4,37.4,93.2,38.8,49.3,86.6,147.638
2016-01-04 13:00:00,632.5,482.2,124.6,198.6,317.1,181.8,133.2,72.2,19.2,283.8,88.1,538.0,39.5,99.6,40.0,44.9,89.2,161.737
2016-01-04 14:00:00,632.0,464.2,126.4,190.6,331.5,182.6,144.5,68.1,20.6,278.1,87.8,540.6,36.7,97.0,35.4,48.4,85.0,171.66299999999995
2016-01-04 15:00:00,645.5,463.8,125.8,193.8,319.7,180.3,138.5,69.3,23.2,285.6,85.4,540.4,31.6,95.4,38.3,47.0,89.6,159.8
2016-01-04 16:00:00,625.0,479.4,128.6,188.3,313.7,175.4,135.5,68.8,22.3,279.4,84.0,528.5,36.1,110.5,37.0,46.1,106.3,154.762
2016-01-04 17:00:00,603.0,423.8,125.0,175.3,304.1,171.4,135.8,65.6,19.7,268.2,80.2,496.6,37.3,105.2,42.7,44.2,102.6,182.588
2016-01-04 18:00:00,582.5,372.0,121.6,162.3,292.7,162.5,120.4,53.2,16.0,241.6,65.3,453.8,49.0,106.7,44.3,45.3,100.4,189.862
2016-01-04 19:00:00,561.5,315.2,120.2,152.5,276.0,154.4,113.8,31.4,11.2,223.2,53.0,419.2,50.8,101.8,46.9,46.2,106.7,190.6
2016-01-04 20:00:00,562.5,287.4,119.0,151.2,267.2,151.0,110.0,26.8,11.0,220.8,48.1,402.9,47.9,94.6,43.7,44.2,75.0,184.25
2016-01-04 21:00:00,549.0,259.6,118.6,150.3,255.2,152.5,107.5,22.6,11.0,217.2,46.0,382.0,44.7,85.6,38.8,49.7,71.3,179.563
2016-01-04 22:00:00,535.5,253.2,114.8,148.2,245.1,151.7,105.5,20.6,10.9,217.2,45.1,376.8,35.1,92.7,43.6,41.5,68.4,177.58700000000005
2016-01-04 23:00:00,507.5,248.8,113.6,144.8,242.6,149.3,104.4,22.6,10.9,213.4,42.6,367.7,34.0,90.2,42.3,40.5,65.7,145.725
2016-01-05 00:00:00,482.5,256.0,101.4,144.2,243.9,142.5,105.9,24.0,13.9,204.9,42.3,351.7,30.7,86.8,40.7,40.4,69.6,157.263
2016-01-05 01:00:00,476.5,250.0,105.8,144.7,247.5,150.7,104.5,22.4,11.1,209.4,42.8,347.3,24.2,81.1,37.4,36.2,67.3,155.3
2016-01-05 02:00:00,476.5,248.2,105.4,143.8,248.0,149.5,104.3,20.4,11.0,218.2,42.8,347.9,20.8,77.8,26.9,33.2,63.9,160.537
2016-01-05 03:00:00,476.0,243.8,109.0,142.7,249.0,144.3,104.1,21.5,11.0,218.0,42.7,345.8,18.9,67.7,25.5,32.6,55.8,137.91299999999998
2016-01-05 04:00:00,471.5,246.6,105.6,142.8,249.2,145.1,105.7,19.2,11.0,218.6,42.4,348.1,17.2,65.9,25.5,31.4,52.4,124.712
2016-01-05 05:00:00,496.5,248.6,111.0,145.6,242.8,145.4,103.4,19.1,10.9,222.9,45.2,352.2,16.8,63.6,25.6,31.7,51.9,129.53799999999998
2016-01-05 06:00:00,501.0,292.4,114.4,146.2,242.7,151.0,103.3,29.5,10.8,236.7,50.9,369.2,15.4,73.2,29.2,31.8,55.2,141.46200000000005
2016-01-05 07:00:00,505.5,336.4,110.2,154.2,258.0,151.3,107.1,36.5,10.9,237.2,53.7,403.3,16.5,91.0,28.8,31.9,89.5,144.513
2016-01-05 08:00:00,546.0,404.6,85.2,170.0,280.3,159.6,113.3,38.6,13.8,246.2,61.4,427.6,20.4,100.1,31.8,34.8,90.1,152.5
2016-01-05 09:00:00,582.0,431.2,75.6,184.9,308.0,169.9,119.8,56.3,16.0,257.9,77.2,469.7,24.6,102.8,40.1,39.4,101.4,154.71200000000005
2016-01-05 10:00:00,616.5,468.8,84.6,195.3,310.2,177.0,137.2,63.8,20.5,280.3,85.9,500.9,31.6,94.4,48.8,45.2,104.7,156.875
2016-01-05 11:00:00,631.5,493.8,129.8,207.5,315.3,182.9,140.1,71.4,19.7,287.1,86.8,514.9,35.8,96.3,51.1,44.4,86.5,154.91299999999995
2016-01-05 12:00:00,655.5,522.0,127.4,201.5,340.0,185.2,138.6,69.7,21.1,303.1,86.6,515.2,35.3,95.4,43.0,42.9,84.7,170.15
2016-01-05 13:00:00,652.5,495.8,130.6,195.6,323.7,187.1,137.9,72.1,21.8,294.5,88.9,520.6,41.6,89.6,43.3,45.9,93.5,162.21200000000005
2016-01-05 14:00:00,652.5,482.0,128.8,199.2,336.4,192.7,149.4,73.4,20.7,289.7,88.4,514.5,34.4,91.6,40.1,47.1,85.4,167.5
2016-01-05 15:00:00,661.0,491.6,142.8,193.5,323.2,181.2,138.3,75.7,20.4,296.8,86.8,510.9,30.4,96.7,38.8,45.4,92.8,163.525
2016-01-05 16:00:00,644.0,473.2,129.8,189.9,315.7,174.3,145.0,74.7,21.7,276.8,85.4,498.1,35.8,109.1,41.1,49.2,109.1,161.8
2016-01-05 17:00:00,606.0,443.8,130.0,175.3,304.9,161.9,133.2,71.1,22.7,264.5,80.9,491.8,43.7,115.2,44.2,48.9,103.7,166.0
2016-01-05 18:00:00,588.0,391.6,125.6,163.4,289.0,154.5,123.7,54.9,20.5,240.3,64.5,454.9,48.1,119.0,47.9,53.3,110.0,176.313
2016-01-05 19:00:00,569.5,335.0,124.2,155.7,272.2,142.2,116.4,32.2,17.4,221.2,52.3,423.3,52.5,105.9,45.7,54.1,108.8,205.1
2016-01-05 20:00:00,568.5,296.6,123.0,152.8,257.6,140.8,111.4,25.7,16.1,214.8,46.3,396.8,46.4,92.2,44.8,51.2,77.2,183.887
2016-01-05 21:00:00,547.5,269.4,121.8,150.7,249.3,137.4,109.2,20.6,16.6,206.9,44.7,381.0,40.3,89.9,43.0,48.2,77.0,177.775
2016-01-05 22:00:00,531.5,267.2,121.4,147.3,248.1,136.8,109.5,18.9,15.8,205.5,43.2,370.5,38.5,86.0,46.4,44.4,75.8,180.688
2016-01-05 23:00:00,496.0,263.8,114.6,143.7,244.7,137.3,108.0,21.7,15.8,201.8,42.4,366.6,35.9,86.7,41.9,46.0,71.6,176.287
2016-01-06 00:00:00,504.0,266.8,107.8,143.3,253.1,139.8,109.2,32.4,14.9,211.3,38.3,360.6,30.6,79.2,41.9,43.2,72.7,162.5746
2016-01-06 01:00:00,476.5,263.8,107.6,142.4,242.5,139.7,107.9,21.5,15.7,202.4,36.4,356.9,24.4,72.4,37.9,38.8,67.3,159.5253
2016-01-06 02:00:00,478.0,261.0,106.8,142.8,239.6,136.1,108.2,20.3,15.8,205.8,36.5,354.3,20.3,70.3,30.4,34.6,64.8,150.9253
2016-01-06 03:00:00,479.0,260.8,106.8,143.0,240.6,138.2,108.4,20.2,15.7,205.3,36.7,352.9,17.7,68.1,27.3,33.4,61.3,154.2253
2016-01-06 04:00:00,487.5,260.6,106.2,142.1,238.9,138.7,107.2,20.7,16.0,204.1,36.2,353.4,16.4,65.6,27.1,32.3,58.2,149.0253
2016-01-06 05:00:00,495.5,265.8,108.8,142.9,238.2,141.5,106.8,19.3,15.7,207.7,38.0,355.8,16.1,64.5,26.6,31.2,59.6,151.6253
2016-01-06 06:00:00,500.0,303.0,111.2,144.8,245.7,143.1,108.0,29.9,15.8,223.4,45.0,380.7,15.9,63.6,29.0,32.4,79.6,155.9253
2016-01-06 07:00:00,514.0,330.0,107.2,154.9,260.6,147.4,111.8,34.0,15.6,228.8,49.4,417.8,17.2,89.1,28.5,31.0,103.3,159.2253
2016-01-06 08:00:00,537.0,349.0,106.0,171.8,286.1,156.9,117.2,37.5,16.6,247.0,54.7,429.8,19.5,94.5,33.3,33.3,101.5,168.6253
2016-01-06 09:00:00,595.0,441.4,111.0,193.6,312.1,170.4,127.0,58.9,19.3,262.7,64.8,456.6,27.4,98.5,41.3,43.1,106.2,179.8253
2016-01-06 10:00:00,635.0,497.0,118.4,200.2,320.2,175.1,131.0,76.7,20.6,288.0,69.5,479.9,31.5,98.6,46.1,48.1,107.4,170.3253
2016-01-06 11:00:00,638.0,514.8,120.8,201.4,324.0,182.3,136.9,78.0,23.2,295.8,70.5,507.1,33.0,93.7,39.5,51.0,85.4,172.3253
2016-01-06 12:00:00,653.0,541.4,123.0,198.1,349.7,177.0,143.2,75.7,24.4,300.6,70.5,507.2,38.0,96.1,41.0,52.4,84.9,160.0253
2016-01-06 13:00:00,652.5,525.6,139.8,195.5,344.6,179.3,154.3,75.5,24.6,313.8,70.2,508.3,41.9,95.2,41.4,53.0,88.0,162.2253
2016-01-06 14:00:00,655.0,499.0,130.0,190.9,334.8,175.5,145.9,75.7,25.3,305.0,68.9,506.1,39.6,90.2,42.3,46.6,84.8,176.8253
2016-01-06 15:00:00,665.0,516.4,128.4,192.3,347.0,176.2,144.8,77.9,23.6,303.1,69.4,500.1,37.9,94.1,42.8,47.9,88.3,181.0253
2016-01-06 16:00:00,660.0,509.8,126.8,186.2,339.2,174.4,139.6,76.9,23.0,301.7,68.8,486.7,38.4,105.5,40.2,50.3,95.7,164.4253
2016-01-06 17:00:00,619.5,467.4,126.4,176.0,320.7,164.1,128.3,70.5,20.6,288.0,65.1,470.1,41.9,123.1,35.2,47.3,112.7,169.3253
2016-01-06 18:00:00,598.5,413.4,125.0,160.2,305.7,158.4,121.2,61.4,17.1,252.1,54.9,441.2,43.9,118.7,42.3,43.8,109.7,192.1253
2016-01-06 19:00:00,584.0,348.4,122.0,151.8,285.3,151.0,116.2,50.3,15.7,235.3,48.0,426.6,50.4,106.8,50.4,47.4,113.1,203.0253
2016-01-06 20:00:00,596.0,316.8,118.0,150.4,263.3,144.0,111.1,44.9,14.2,225.4,44.5,404.6,51.3,91.4,45.7,54.1,92.9,191.0253
2016-01-06 21:00:00,570.0,292.6,116.8,148.8,258.8,144.1,110.7,35.4,14.1,218.2,42.7,392.0,42.4,96.5,47.3,47.5,80.5,197.9253
2016-01-06 22:00:00,555.5,282.8,115.6,146.3,258.6,143.3,109.3,34.5,14.3,215.9,41.3,386.5,41.2,91.5,46.2,45.2,76.8,191.3253
2016-01-06 23:00:00,537.0,276.4,109.0,142.8,258.2,140.9,109.0,37.1,14.0,213.3,40.2,379.7,34.5,86.8,46.5,45.7,74.0,193.0253
2016-01-07 00:00:00,516.0,280.6,95.2,146.6,262.3,141.8,105.7,37.9,14.9,215.7,38.0,363.4,32.6,86.3,43.8,42.9,78.2,180.5253
2016-01-07 01:00:00,511.0,267.8,108.2,143.4,259.3,142.1,111.1,37.1,14.0,209.2,39.6,373.5,25.4,78.5,35.8,38.1,69.5,166.3253
2016-01-07 02:00:00,514.0,267.2,109.2,141.4,245.0,141.7,110.9,35.8,14.0,211.7,39.2,375.4,20.8,73.8,31.6,36.3,63.4,164.9253
2016-01-07 03:00:00,512.5,260.8,109.4,141.4,244.8,141.6,112.0,35.3,14.2,211.7,39.6,373.2,19.2,67.5,29.8,31.5,56.2,153.0253
2016-01-07 04:00:00,522.5,261.6,106.8,142.3,244.5,142.1,109.0,35.7,14.8,209.6,39.5,370.2,18.4,67.4,27.5,31.0,59.2,152.4253
2016-01-07 05:00:00,529.5,266.2,109.8,140.4,241.4,143.0,106.5,37.2,16.9,216.6,40.6,375.7,18.1,64.9,29.2,30.6,57.0,159.3253
2016-01-07 06:00:00,529.5,296.0,112.2,142.4,242.9,148.8,106.9,42.4,16.8,225.2,43.4,381.8,17.7,75.8,30.9,31.2,63.5,169.4253
2016-01-07 07:00:00,546.5,328.2,109.4,148.5,251.0,150.2,101.0,50.2,16.3,230.2,44.7,419.6,19.5,91.5,31.2,32.0,99.1,147.4253
2016-01-07 08:00:00,573.0,422.0,108.2,173.3,272.9,157.1,106.6,49.8,16.6,250.7,52.0,436.7,22.9,101.1,32.2,35.4,96.7,154.4253
2016-01-07 09:00:00,617.5,449.4,115.6,186.8,288.8,163.9,113.8,64.2,16.9,263.8,60.2,466.6,30.7,100.0,43.5,42.8,113.3,187.5253
2016-01-07 10:00:00,658.5,483.6,124.2,208.1,323.2,172.7,124.8,77.9,21.8,286.9,64.0,497.4,35.4,94.3,49.7,44.7,110.8,170.2253
2016-01-07 11:00:00,674.5,511.2,129.4,215.6,330.1,171.8,140.1,83.6,22.3,300.4,65.4,521.1,35.4,96.4,47.4,47.4,82.9,166.9253
2016-01-07 12:00:00,687.0,521.4,128.0,218.6,335.9,178.5,135.5,83.5,22.2,305.2,65.7,524.7,45.6,111.9,49.8,49.2,84.8,180.3253
2016-01-07 13:00:00,678.5,558.8,124.4,214.9,357.4,179.0,132.7,82.8,21.7,312.8,65.8,524.0,44.4,109.4,49.0,52.9,98.9,214.6253
